replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
59000,389.42288,405.03485,-689.1376,662.5454,254.6858,1017.40936,-96.62348,661.1866,252.18277,1024.7716,-95.80784,664.5923,254.24594,1021.66754,-81.10441,389.42285,1055.6285,10239.191,0.02908124,405.03488,1130.2714,11417.335,0.0001770407,0.23427163,0.79685557,1.0,-1.0,59000,796,200.0,66.54021340512818,273,95,2.156562486341797,0.8080269555305811,4.588080808332872,0.7737017467900211,431.3124972683595,199.79745068641415,677.6954965032324,156.938183589218,0.08536801116060862,0.6493709935733151,1.0,-1.0,5,431.3124972683595,284039,3795,208.91304347826087,42.65933104866799,293,161,2.1321477106012656,0.9028485535780076,6.324897325672895,0.800151714653888,445.4334673669166,165.61494288400408,712.2311368711529,281.97762019037015,0.09643583,0.66210866,1.0,-1.0,23,445.4334673669166,0.004784820999702788,2.2262508109997725,0.45706834200063895,0.012898827999379137,0.006910697000421351,5.835049664000508,8.542963163000422,498.38836069600984,57
60000,374.32056,304.01733,-687.9938,667.214,254.60515,967.644,-67.88468,666.93445,255.63629,960.91693,-137.71478,668.37537,256.96155,952.7497,-152.88525,374.32056,1289.7708,13791.409,0.01567081,304.01736,845.6724,11098.656,0.0012705326,0.2430289,0.79247725,1.0,-1.0,60000,802,166.66666666666666,36.763508477232634,205,93,1.811735197337085,0.3549401860036948,2.9091111920532287,0.8193664342410693,301.95586622284753,74.27206189145133,419.8796865615513,167.49608409801837,0.10432901515445843,0.5841646505664716,1.0,-1.0,6,301.95586622284753,288957,3820,196.72,36.4587657498166,282,151,1.8383085171749909,0.5413559335939591,5.1969642172650365,0.6448623526437631,361.6320514986642,111.8080091070961,697.6559401628177,281.7361008673459,0.098306604,0.5930778,1.0,-1.0,25,361.6320514986642,0.004781921000358125,2.2204447049998635,0.46320207200005825,0.013598239999737416,0.006913346000146703,5.8682371499999135,8.577177434000077,506.96741668101095,58
61000,376.96405,317.56458,-659.53345,643.97656,253.10187,1219.6477,-88.83141,640.1997,253.11496,1233.7167,-104.73061,638.69617,253.59312,1241.382,-119.234215,376.96405,1784.7314,27850.79,0.015140533,317.5646,1079.7264,11759.552,0.00092018023,0.26610234,0.7742464,1.0,-1.0,61000,803,1000.0,0.0,1000,1000,1.0027987243819405,0.1375853550183014,1.3403911616505129,0.630990879440053,1002.798724381941,0.0,1002.798724381941,1002.798724381941,-0.004777829043806476,0.6527983538287475,1.0,-1.0,1,1002.798724381941,293879,3841,234.38095238095238,66.32350455333183,392,156,1.634908761727213,0.6219262782900778,4.468807786526608,0.5530066300663327,383.1914726295878,89.9256505310352,529.7911732968862,235.23155849551296,0.11545891,0.61136645,1.0,-1.0,21,383.1914726295878,0.00477796099949046,2.2292902889994366,0.46234292299959634,0.01345773699995334,0.0068374259999473,5.808197705000566,8.52490404099899,515.4941385030097,59
62000,283.49768,317.60565,-683.2737,666.54224,232.62535,1230.1733,-84.148964,664.1382,230.97108,1232.3375,-83.91716,663.4526,231.34506,1149.1544,-80.295074,283.49768,781.68604,6564.0654,0.0011516213,317.60562,1018.41327,11331.307,0.008663628,0.15481602,0.80093443,1.0,-1.0,62000,812,111.11111111111111,89.01990344791744,241,8,1.2122443336798387,0.29504951798039214,2.130526327687171,0.7179836667965972,134.69381485331544,121.74735867792596,364.08549177076134,7.397044185005866,0.15083050737140577,0.7495422984242975,1.0,-1.0,9,134.69381485331544,298753,3866,194.96,78.32623059997206,344,32,1.23362916590997,0.36457920835972923,3.481962981705846,0.6166510775316972,240.50834218580778,132.16559530754728,673.9879162878533,32.88610099188451,0.17129353,0.8064358,1.0,-1.0,25,240.50834218580778,0.004885022000053141,2.2417204640005366,0.4637466249996578,0.014861439999549475,0.010300793000169506,5.887441302000298,8.622955646000264,524.1188562280095,60
63000,1101.2661,1004.0483,-641.13855,616.192,260.24017,1191.1058,-133.07104,617.19476,259.30157,1199.5498,-153.49829,620.02045,259.98184,1200.7378,-142.96495,1101.2662,9688.53,143402.61,0.010389462,1004.0483,8262.146,119785.47,0.014179949,0.16523165,0.83142215,1.0,-1.0,63000,816,250.0,51.47329404652475,323,187,1.448784682897428,0.5756002251728941,4.683015524268703,0.6518707381830844,362.196170724357,99.36003913745073,497.3835801171426,255.8245745694662,0.1420716075507281,0.6917098287766239,1.0,-1.0,4,362.196170724357,303563,3881,320.6666666666667,197.23646270966793,1000,155,1.4808255451439105,0.5879864221672652,5.362843458020826,0.23804338548077122,474.85139147614734,214.3500037794216,1184.2893775143898,247.7420003610062,0.14829502,0.7083921,1.0,-1.0,15,474.85139147614734,0.0048792630004754756,2.234495607000099,0.456159003000721,0.012262416000339726,0.006951776999812864,5.919211747999725,8.633959814001173,532.7546140520117,61
64000,229.99959,210.7717,-622.2892,601.5722,256.3862,1190.3447,-61.432518,601.03687,256.65237,1175.725,-81.84729,600.9352,254.11441,1175.3729,-71.908585,229.99957,644.5916,7128.063,0.0008835234,210.77171,504.64346,4749.775,0.00833308,0.18696068,0.8400477,1.0,-1.0,64000,820,250.0,38.281849485101944,299,206,1.6564848232686487,0.8903012346541301,5.042275492920647,0.266157967076951,414.12120581716226,88.04729928472332,537.5498566567426,316.64465195058244,0.0997574727884573,0.7352425010333046,1.0,-1.0,4,414.12120581716226,308395,3895,345.14285714285717,138.55471180463442,615,175,1.5217434547137614,0.7156138467451962,5.201495812630577,0.3250383712922645,525.2188837983496,182.22162334644537,779.0241910888844,249.67538169188964,0.14989372,0.7285792,1.0,-1.0,14,525.2188837983496,0.004882072000327753,2.206143227999746,0.46002508599940484,0.015761974999804806,0.006925996000063606,5.8897718380003425,8.58351019499969,541.3399001770113,62
65000,398.8941,336.78394,-619.26294,598.21387,231.1651,1126.854,-148.48131,602.45807,229.0022,1119.6598,-132.11665,601.1333,231.23288,1141.3308,-123.2287,398.89407,1381.9971,20305.225,0.0010111965,336.7839,1085.0631,15106.751,0.007692609,0.18906851,0.8439505,1.0,-1.0,65000,822,500.0,354.0,854,146,1.0438418182566307,0.2576962381950547,1.8758541115738259,0.3010386054889953,521.9209091283157,372.7948447236842,894.7157538519998,149.12606440463145,0.172576964546601,0.6832767295559544,1.0,-1.0,2,521.9209091283157,312692,3900,859.4,281.19999999999993,1000,297,1.0266206896284678,0.1740148114949104,2.5820523812598952,0.7087919623492515,882.2778206667056,223.26257232464735,994.6840623300263,435.7539643160116,0.30043012,0.5170594,1.0,-0.99999905,5,882.2778206667056,0.0048347510000894545,2.2615351550002742,0.46984311699998216,0.01327456200033339,0.006973816000027,5.966179125000053,8.72264052600076,550.0642663020126,63
66000,1380.8658,1729.6277,-618.76733,596.48773,209.92703,969.88477,-36.003468,596.9853,210.31055,952.2444,-59.235844,592.8834,218.4341,942.45416,-33.88078,1380.866,9465.959,106247.91,0.00046683848,1729.6277,14622.872,219271.55,0.0038719932,0.14524804,0.83411884,1.0,-1.0,66000,824,500.0,304.0,804,196,1.1350911178850567,0.49256546282970015,4.700855491244038,0.22055712924602086,567.5455589425285,377.78730256348507,945.3328615060136,189.75825637904347,0.16320351675055803,0.6866776576550444,1.0,-1.0,2,567.5455589425285,317601,3907,701.2857142857143,345.5913004385028,1000,258,1.0817725672290468,0.256129784352683,2.5084202892229017,0.6341945956419698,758.6316475039131,272.7032165295367,994.9078690470286,393.8577334661589,0.277401,0.5358297,1.0,-0.99999654,7,758.6316475039131,0.0049596829994698055,2.2620379419995515,0.462485151000692,0.012984297000002698,0.006928305999281292,5.863936701999592,8.613332080998589,558.6793406020106,64
67000,552.9342,437.4839,-577.52344,557.2494,221.94604,972.1822,-82.05671,557.94055,222.13779,965.24,-18.419525,565.7927,224.1478,972.4047,-16.651712,552.93427,3086.6858,46954.266,0.0017531067,437.4839,2005.3994,22799.932,0.0009238869,0.18691985,0.8307284,1.0,-1.0,67000,825,1000.0,0.0,1000,1000,0.9970073005827738,0.06068266823083347,1.4557676863503841,0.699703244191018,997.0073005827745,0.0,997.0073005827745,997.0073005827745,0.3158674598428825,0.48349924673765715,1.0,-1.0,1,997.0073005827745,322413,3918,437.45454545454544,350.38144503496954,1000,148,1.2011956579652199,0.4142939068617306,4.015018899116081,0.2346520976475558,525.4685005571488,297.1574771083792,996.4112114504507,221.86433779349773,0.2615693,0.5735846,1.0,-1.0,11,525.4685005571488,0.004909401999611873,2.252409780000562,0.47151581999969494,0.012240164000104414,0.0069473459998334874,5.9069856750002145,8.655008187000021,567.3360917490099,65
68000,356.8355,298.94827,-589.74866,574.02045,204.791,974.7587,-79.02953,576.50604,203.28334,991.615,-80.380035,576.0144,203.70262,980.3474,-82.94959,356.8355,1869.495,24050.848,2.1457672e-06,298.94824,1654.1927,20884.531,0.012096778,0.2645942,0.80242115,1.0,-1.0,68000,832,142.85714285714286,107.20264998247622,297,41,1.3526672840372025,0.4281798862165356,2.739467909162154,0.434842448495238,193.23818343388604,158.39874024576247,449.463591590029,43.659044043502384,0.15362458126401743,0.6168112418802006,1.0,-1.0,7,193.23818343388604,327245,3932,345.14285714285717,356.91572777715174,1000,40,1.1883682084024008,0.35465057527860766,3.109854257953371,0.3955081309695749,410.15679878574304,353.4849912517166,1025.468624566339,41.24757421658371,0.29310304,0.5931606,1.0,-1.0,14,410.15679878574304,0.004914021999866236,2.244623219999994,0.46805273900008615,0.012614389999725972,0.006947576000129629,5.880149800999789,8.61730174799959,575.9551881960097,66
69000,1650.5095,1268.3578,-592.7595,584.12463,200.30641,937.8893,-93.86938,582.29956,198.99919,933.28937,-81.76668,575.0021,206.23438,925.9581,-92.35956,1650.5095,16841.158,258640.31,0.0056451596,1268.3577,13037.528,204467.38,0.00082817767,0.20167631,0.8182352,1.0,-1.0,69000,834,500.0,449.0,949,51,1.0316912139288457,0.13151580464341517,1.4577894961042372,0.6191901653317332,515.8456069644226,464.4353726293864,980.280979593809,51.410234335036264,0.43708603648913946,0.6889674828576946,1.0,-1.0,2,515.8456069644226,332245,3937,1000.0,0.0,1000,1000,1.0308102510050037,0.12539382054743659,1.42858547874062,0.6136431392786172,1030.8102510050044,0.4680438548558831,1031.4981668748032,1030.1767100213801,0.46706912,0.7165081,1.0,-0.9953654,5,1030.8102510050044,0.004827299999305978,2.2469401199996355,0.47128580099979445,0.014734014999703504,0.0069356660005723825,5.832925574000001,8.577648475999013,584.5345416100081,67
70000,283.26654,264.87323,-563.4717,546.9606,205.34273,843.6809,-84.89244,545.76636,206.01456,831.177,-83.85747,548.9396,203.95456,867.4169,-65.70472,283.26654,916.87726,11743.514,0.00037612417,264.87323,842.86615,7776.058,0.0027873553,0.32334086,0.8029837,1.0,-1.0,70000,835,1000.0,0.0,1000,1000,0.999067310304495,0.13115536380529136,1.7307150525134107,0.3642766060134765,999.0673103044961,0.0,999.0673103044961,999.0673103044961,0.2927333499008342,0.5309209595568282,1.0,-1.0,1,999.0673103044961,336442,3942,839.4,321.2,1000,197,1.0480948225493971,0.2764075305526658,4.8434122069781,0.20525437890974985,879.7707940479631,284.14154073880127,1042.547146525047,312.63318959241997,0.2372172,0.5577909,1.0,-1.0,5,879.7707940479631,0.004823850000320817,2.270604287000424,0.46155963799992605,0.010891710999203497,0.0069410249998327345,5.870004831999722,8.62482534299943,593.1611046430071,68
71000,1198.7069,1601.1229,-550.0465,532.27936,197.83508,822.02466,-58.40789,533.7385,197.6719,820.29675,-64.50815,532.59045,200.50845,831.7885,-79.610176,1198.7068,14964.594,237721.62,3.4960976e-05,1601.1227,20276.846,321868.0,0.00019111577,0.21121828,0.816592,1.0,-1.0,71000,836,1000.0,0.0,1000,1000,0.9996657966615642,0.14545517875362987,1.6521839715857498,0.5196052587851487,999.6657966615652,0.0,999.6657966615652,999.6657966615652,0.25584634275706775,0.5083486852533048,1.0,-1.0,1,999.6657966615652,341442,3947,1000.0,0.0,1000,1000,1.019916455270951,0.13809777981091215,1.6701207591216192,0.43093278550676833,1019.9164552709506,15.629492803814085,1033.3927684537437,999.8495576980438,0.37858787,0.5379271,1.0,-0.9998299,5,1019.9164552709506,0.004686188000050606,2.2616096889996697,0.47507107900037226,0.013288639999700536,0.006853414000033808,5.839440030000333,8.60094904000016,601.7637639210097,69
72000,148.2117,154.17892,-548.0113,531.3262,205.2512,794.8271,-23.606865,531.2573,203.46304,783.08997,-15.182977,530.364,204.53397,799.0808,-25.129559,148.2117,273.59354,2130.5571,0.004353229,154.17892,278.8616,2537.3823,0.0059872493,0.2860774,0.79461247,1.0,-1.0,72000,838,500.0,356.0,856,144,1.1734231786289997,0.49143811017976996,4.741280051302563,0.6190629927891159,586.7115893144999,304.0014852641036,890.7130745786035,282.7101040503962,0.43420703251975284,0.5588668720957365,1.0,-1.0,2,586.7115893144999,345633,3962,279.4,360.3331421522774,1000,93,1.227428542273348,0.447540826051983,3.1518330489891246,0.6550216259767121,342.94353471117336,346.1879232060577,1035.2372141059311,157.42145049057117,0.38975295,0.59469914,1.0,-1.0,15,342.94353471117336,0.004804569000043557,2.22973769500004,0.4674763519997214,0.013863400000445836,0.006876303999888478,5.829489431999718,8.552247751999857,610.3177743230071,70
73000,954.64325,1143.6825,-564.17365,539.9889,198.38376,807.85724,-62.223843,536.1314,197.9436,822.6291,-60.50252,533.41296,202.43263,807.04,-65.68989,954.6433,10160.013,162100.83,0.013455377,1143.6825,15576.007,249780.4,0.00056589046,0.27750495,0.8427467,1.0,-1.0,73000,846,125.0,20.22992832414391,148,90,2.495336785747758,1.071916229257294,5.8061040359270155,0.7567737743884447,311.91709821846973,76.69802652634459,391.5339028929799,179.3295506864811,0.08601157653887022,0.7735458327184768,1.0,-1.0,8,311.91709821846973,350528,3997,139.85714285714286,10.634560524583064,164,115,2.5805170696742756,1.1227125256611394,5.792044007170706,0.7596588490795879,360.9037444587308,36.88192987278238,422.8897382172684,249.04942178017083,0.07559089,0.79817384,1.0,-1.0,35,360.9037444587308,0.004778999000336626,2.163573446000555,0.44647887399969477,0.016003835000446998,0.006906973999321053,5.864293490000819,8.502035618001173,618.8215282100073,71
74000,273.03003,473.19415,-540.9612,519.58435,220.78596,803.3668,-63.143745,521.6843,217.98753,815.309,-53.683258,525.5677,219.42352,818.2221,-39.936165,273.03003,1122.6249,16412.605,2.5355257e-05,473.1941,4282.6377,68047.914,0.006890297,0.28958055,0.83968675,1.0,-1.0,74000,847,1000.0,0.0,1000,1000,1.0331563118357932,0.09443139103713609,1.4912160144121085,0.7581568049720435,1033.1563118357938,0.0,1033.1563118357938,1033.1563118357938,0.5139874163429612,0.5070424938542661,1.0,-1.0,1,1033.1563118357938,355528,4002,1000.0,0.0,1000,1000,1.0340272762756737,0.09984957780618928,1.3990660613605619,0.7136828336498353,1034.027276275674,0.6087937840477974,1034.8220660598945,1033.1195405068627,0.52115536,0.5150935,1.0,-0.9979969,5,1034.027276275674,0.004731957999865699,2.27264262800054,0.4738883159998295,0.015367854000032821,0.006904113999553374,5.860074110999449,8.63360898099927,627.4568809300072,72
75000,149.91711,180.09738,-569.9812,552.0117,185.7755,751.5764,-50.595158,551.15405,185.84581,756.32324,-45.422195,550.8939,186.59518,769.875,-46.56905,149.9171,281.00323,2651.1594,0.00040322915,180.09738,437.40887,4379.5127,0.0014227778,0.32429388,0.7996072,1.0,-1.0,75000,850,333.3333333333333,10.338708279513881,347,322,1.3465438825043097,0.559755395191983,4.289204818204224,0.7285652279230849,448.84796083476994,57.99383737784769,503.1365068898866,368.4637301989595,0.3263876349170814,0.6602778003873706,1.0,-1.0,3,448.84796083476994,359772,4009,606.2857142857143,341.33800352885004,1000,277,1.1732991089766516,0.42646660476436543,4.469118776581971,0.7312862011361683,711.3544883567013,282.6680475364253,1037.630293428815,434.7193465045974,0.47499025,0.569748,1.0,-0.9999557,7,711.3544883567013,0.00480710900046688,2.2379406620002555,0.4621679719994063,0.01508082899999863,0.006976425000175368,5.863211045999378,8.590184042999681,636.048748742006,73
76000,208.5669,171.86812,-529.82587,514.3033,215.7674,765.64484,-105.4429,513.57434,215.7909,744.33386,-95.62119,510.96948,215.02467,721.5336,-137.22412,208.5669,689.22925,9414.696,0.0011310019,171.8681,486.13095,5558.7656,0.0031189062,0.2992518,0.79487604,1.0,-1.0,76000,857,142.85714285714286,56.8391931465518,193,7,1.8634926477850684,0.5799276489532467,3.9591586001794155,1.0052479490479957,266.21323539786687,106.46592745134114,337.1081523233335,7.23887725983532,0.15340435133993383,0.6287503877306624,1.0,-1.0,7,266.21323539786687,364718,4035,190.23076923076923,102.4542328187821,700,156,1.8632911134530648,0.6248447472272624,5.126338915926237,0.7887368289588117,354.45530181303303,185.0516400197496,1272.6088834938998,298.4929274430129,0.14024173,0.63398594,1.0,-1.0,26,354.45530181303303,0.004794198999661603,2.1987702050000735,0.45539935899978445,0.014563400000042748,0.006843513000603707,5.866781861999698,8.547152537999864,644.5976373470048,74
77000,125.13428,172.5563,-517.3663,507.13538,201.11385,739.7298,-29.039272,505.90894,200.84602,736.0525,-38.02859,504.87735,202.31313,749.6203,-38.399807,125.13428,299.05606,2557.6467,0.00022589811,172.5563,569.5965,7651.9463,0.00020748377,0.2708778,0.80379957,1.0,-1.0,77000,858,1000.0,0.0,1000,1000,1.0087719608367034,0.08684824916773386,1.6210910363101334,0.803604147377034,1008.7719608367022,0.0,1008.7719608367022,1008.7719608367022,0.3041116410053558,0.5549257315940803,1.0,-1.0,1,1008.7719608367022,369290,4046,415.6363636363636,357.8669820750499,1000,190,1.4802953002506358,0.9497401480742099,6.045279364305773,0.882859243846299,615.2645557041734,238.3306381436723,1005.3634515323095,465.39759556675324,0.28790006,0.58505875,1.0,-1.0,11,615.2645557041734,0.0048594399995636195,2.25553144999958,0.47871288300029846,0.014988427000389493,0.0069296639994718134,5.870254346000365,8.631276209999669,653.2307254480065,75
78000,117.3235,112.14248,-521.28735,509.95804,193.93497,739.89233,-43.411793,509.13885,193.83786,736.90845,-47.76897,508.07947,192.82193,734.9678,-58.13943,117.3235,294.5132,3415.4194,2.2087246e-05,112.14249,258.94968,2278.3374,0.005709544,0.2670885,0.7999388,1.0,-1.0,78000,859,1000.0,0.0,1000,1000,0.9925498401162044,0.04738302978383256,1.44120098384156,0.7031912097332209,992.5498401162056,0.0,992.5498401162056,992.5498401162056,0.429095053284042,0.4263341715781425,1.0,-1.0,1,992.5498401162056,373414,4051,824.8,350.4,1000,124,1.0192144396648153,0.1785695184610047,3.302371715249139,0.6502069064859627,840.6480698355399,304.69783421967804,993.7908477831735,231.25338798063902,0.43180782,0.43431297,1.0,-0.9999689,5,840.6480698355399,0.004926601000079245,2.2640207589993224,0.4863261970003805,0.01541459300005954,0.0069385240003612125,5.911205718000019,8.688832392000222,661.9213055280061,76
79000,111.7388,111.82417,-519.5814,502.93848,175.31041,688.1063,-42.572678,503.5863,174.84363,683.00867,-28.145153,505.9131,174.98514,681.49725,-44.605053,111.7388,207.73973,1346.7117,6.689131e-05,111.82417,208.94211,1452.6455,1.4901161e-06,0.27675357,0.785091,1.0,-1.0,79000,860,1000.0,0.0,1000,1000,0.9975791057042459,0.03589807482744479,1.1486642768654938,0.9115360001111589,997.5791057042461,0.0,997.5791057042461,997.5791057042461,0.4441074167675386,0.45963054223666605,1.0,-1.0,1,997.5791057042461,378414,4056,1000.0,0.0,1000,1000,0.995522247860982,0.03576735150992809,1.260737658431178,0.866495455564135,995.5222478609816,0.7052247515450571,996.1903795014326,994.2872529177607,0.45707726,0.46073043,1.0,-1.0,5,995.5222478609816,0.004866010000114329,2.281625558000087,0.4930570569995325,0.016387339000175416,0.007034595999357407,5.921863282999766,8.724833842999033,670.6479147410055,77
80000,477.1206,345.61417,-499.86682,483.14194,180.94354,709.938,-276.5512,483.61475,177.25528,705.873,-140.77745,484.50342,177.15282,692.88776,-32.190193,477.1206,4941.161,77467.99,0.021654818,345.61417,2830.3286,40617.305,4.7568232e-05,0.2457462,0.77230835,1.0,-1.0,80000,861,1000.0,0.0,1000,1000,0.9916941526932133,0.08606076739589759,1.1660357667879873,0.8107475656353046,991.6941526932145,0.0,991.6941526932145,991.6941526932145,0.31506762239583924,0.5066633564902779,1.0,-1.0,1,991.6941526932145,383414,4061,1000.0,0.0,1000,1000,0.9949815275436976,0.09191034768529795,1.2503973053049524,0.7931536031171424,994.9815275436977,0.16221642162822578,995.2242277613212,994.753860031546,0.32410774,0.45874217,1.0,-1.0,5,994.9815275436977,0.004879079999227542,2.2653302099997745,0.4976711629997226,0.01549306400011119,0.006899332999637409,5.905525397999554,8.695798247998027,679.3454851380038,78
81000,190.12949,289.68915,-476.4062,459.9562,190.81012,631.85864,-159.64832,459.0032,192.34285,639.1254,-218.7037,461.64423,189.73616,632.2094,-34.725075,190.12949,1618.4749,25852.844,0.0001706034,289.68918,3021.5002,48331.2,0.0020134363,0.2775581,0.7773571,1.0,-1.0,81000,862,1000.0,0.0,1000,1000,0.9977972145453671,0.05201159363818695,1.1761066585628788,0.8403476194846855,997.7972145453668,0.0,997.7972145453668,997.7972145453668,0.3794766960507477,0.5031263529103999,1.0,-1.0,1,997.7972145453668,388414,4066,1000.0,0.0,1000,1000,0.9991194126587978,0.05018630590662426,1.2533212034990058,0.8331003980190457,999.1194126587982,0.4432457383141308,999.9055433480796,998.7197862949961,0.39139283,0.49785903,0.9999998,-0.999998,5,999.1194126587982,0.004873279999628721,2.2743109990005905,0.505275676000565,0.013780145999589877,0.006891603000440227,5.923802340999828,8.728934045000642,688.0762635230058,79
82000,89.49293,101.26854,-507.85156,495.27246,146.99968,645.7882,-32.651848,495.88293,147.17856,655.91345,-35.64098,495.05908,148.48947,647.6675,-24.680225,89.49293,285.02008,4168.1865,0.0007543713,101.26854,319.23352,4177.1206,0.0010523656,0.25035182,0.7735661,1.0,-1.0,82000,863,1000.0,0.0,1000,1000,0.9919817528450918,0.07929049631049437,1.2649284978566158,0.7889333588632467,991.9817528450919,0.0,991.9817528450919,991.9817528450919,0.3654387405365128,0.48836940054072936,1.0,-1.0,1,991.9817528450919,393414,4071,1000.0,0.0,1000,1000,0.9985486291441497,0.07681009985117415,1.2405247008265186,0.8174672867216667,998.5486291441497,0.7620802608501371,999.8113338293123,997.596445268864,0.41002047,0.46869066,0.9999998,-0.9999966,5,998.5486291441497,0.004773157000272477,2.2923150760007047,0.5098739599998225,0.013481350999427377,0.006929002999640943,5.886666858999888,8.714039405999756,696.7921055970037,80
83000,110.24031,109.35776,-463.08295,449.1054,169.49022,622.25287,-119.5351,447.55908,169.01857,617.4411,-123.24296,447.19476,169.17534,624.38,-110.20595,110.24031,231.40663,1751.8751,0.00029415265,109.35776,217.23987,2016.0327,0.0016623139,0.28468442,0.7807698,1.0,-1.0,83000,864,1000.0,0.0,1000,1000,0.9971832841384357,0.07823092872996266,1.2541388297130474,0.7458858186411942,997.1832841384373,0.0,997.1832841384373,997.1832841384373,0.36040218092182225,0.5450868534857884,1.0,-1.0,1,997.1832841384373,398414,4076,1000.0,0.0,1000,1000,0.995677989670999,0.09505001807326362,1.2780550988887658,0.7637658346480061,995.6779896709993,0.5645844198851002,996.2042347607235,994.7178518813896,0.34830326,0.5283409,0.9999996,-0.99999785,5,995.6779896709993,0.0048325079997084686,2.3119842490004885,0.5069541729999401,0.015198578000308771,0.00693687399962073,5.97105507499964,8.816961456999707,705.6108707550038,81
84000,148.90337,167.6554,-467.50452,452.2722,166.19388,674.5196,-58.473698,451.7553,166.02588,674.4654,-54.53939,455.8574,163.75017,671.5662,-52.88224,148.90337,395.96384,3319.9016,0.0005210787,167.6554,589.68994,7036.4233,6.1992556e-05,0.2813544,0.7819077,1.0,-1.0,84000,865,1000.0,0.0,1000,1000,0.9976871410571844,0.11602143841877018,1.2023306969288765,0.7773600880342515,997.6871410571845,0.0,997.6871410571845,997.6871410571845,0.3970852169119192,0.5017086972157633,1.0,-1.0,1,997.6871410571845,403414,4081,1000.0,0.0,1000,1000,0.9993732522520339,0.11912080967028257,1.205102530396242,0.7774333568683903,999.3732522520346,0.5535517124500282,1000.0302679600833,998.6085586614597,0.40849566,0.47921267,0.9999703,-0.9987796,5,999.3732522520346,0.004888020000180404,2.336835587000678,0.5133403359996009,0.013080873000035353,0.006915232000210381,5.874933606000013,8.749993654000718,714.3626751990032,82
85000,922.9526,863.29504,-475.632,467.12695,144.11812,627.5925,-38.562664,463.80295,144.24638,600.98773,-45.277653,460.77563,148.67014,605.8447,-61.79652,922.9525,11907.342,190097.36,3.397558e-05,863.29504,10363.806,162835.55,0.020572916,0.32921863,0.72863775,1.0,-1.0,85000,866,1000.0,0.0,1000,1000,0.9968627544356664,0.10772560486858657,1.2218000461921186,0.7208966549466954,996.8627544356659,0.0,996.8627544356659,996.8627544356659,0.21247935886653516,0.43588478478500864,1.0,-1.0,1,996.8627544356659,408414,4086,1000.0,0.0,1000,1000,1.0014347715813936,0.1273224616372936,1.203878544813047,0.7591691225084016,1001.4347715813938,3.016968459499955,1005.2106690310117,998.5095347698701,0.23338418,0.42786762,0.9997538,-0.9983368,5,1001.4347715813938,0.004929290999825753,2.3564782600005856,0.5100840429995515,0.0164220970000315,0.0069682840003224555,5.780061083000874,8.67494305800119,723.0394347350039,83
86000,83.7453,84.77988,-463.3035,452.91504,141.42908,604.0098,-27.74519,456.40088,140.82431,592.5259,-29.53569,455.3161,140.77155,605.6197,-64.385574,83.7453,215.02896,1856.122,0.0016573407,84.77987,191.89983,1235.9384,0.0001690127,0.2833245,0.7456124,1.0,-1.0,86000,867,1000.0,0.0,1000,1000,1.003577153081611,0.08487461438325097,1.2151668264367472,0.7743026748671002,1003.5771530816127,0.0,1003.5771530816127,1003.5771530816127,0.3022437247943785,0.5009694905716943,1.0,-1.0,1,1003.5771530816127,413414,4091,1000.0,0.0,1000,1000,1.0042047708208461,0.07841128279566331,1.4214305061313186,0.6207697729703983,1004.2047708208462,0.4707974189400257,1004.9926308031293,1003.7042533342607,0.3276225,0.5168406,0.9998967,-0.99917793,5,1004.2047708208462,0.004900899999483954,2.400338978000036,0.5038188299995454,0.016587350000008882,0.006917093000083696,5.844935644999168,8.777498795998326,731.8186786590022,84
