replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
475000,53.8284,43.30146,-293.66785,290.42493,67.73712,357.26154,-5.5431023,290.0876,67.527824,355.86487,-6.990389,290.84686,67.17386,355.9768,-18.519556,53.8284,733.4279,11753.078,1.6847858e-05,43.30146,581.58026,9319.988,4.8952643e-06,0.21035282,0.7927373,1.0,-1.0,475000,1704,1000.0,0.0,1000,1000,3.5032374404566498,0.5207277560622953,4.371255157670873,0.9291389454352964,3503.237440456656,0.0,3503.237440456656,3503.237440456656,0.1715018634588282,0.6745065695864264,1.0,-1.0,1,3503.237440456656,2292987,7427,1000.0,0.0,1000,1000,3.528569250972698,0.5481709928857678,4.575405731963281,0.949072589583283,3528.569250972697,15.531501241351494,3558.1052817797354,3517.2870297424347,0.1574061,0.6703445,1.0,-1.0,5,3528.569250972697,0.004701174000729225,2.1594828050001524,0.4548854829990887,0.013353917000131332,0.0068886919998476515,5.801244005999251,8.4405560769992,4031.7883214680196,473
476000,9.506929,6.5256996,-291.01044,289.0885,69.04813,354.685,-8.891426,289.36917,68.75155,354.8585,-11.813293,289.96344,68.18218,354.43317,-0.9934593,9.506929,34.803097,387.74127,4.185736e-05,6.5256996,21.252096,224.71078,4.405738e-05,0.16179736,0.79724383,1.0,-1.0,476000,1705,1000.0,0.0,1000,1000,3.4719557754008616,0.5334670925949777,4.5611679815160455,0.9525273830619442,3471.9557754008683,0.0,3471.9557754008683,3471.9557754008683,0.1497420365297192,0.6684652235736761,1.0,-1.0,1,3471.9557754008683,2297987,7432,1000.0,0.0,1000,1000,3.5703194455543663,0.5500717670285188,4.635741683635509,0.9118508530030984,3570.319445554368,3.5763767471136636,3576.9099220410153,3567.1095852932017,0.15335545,0.6725741,1.0,-1.0,5,3570.319445554368,0.0047694250006316,2.1724477600000682,0.45057211800121877,0.016411759999755304,0.006860620998850209,5.810939625000174,8.462001309000698,4040.2520350070217,474
477000,7.930754,6.833481,-288.16345,285.8391,72.87762,359.57962,-0.92620516,285.56485,72.55994,358.50137,3.6537037,285.67914,73.03047,357.46567,-2.6449094,7.9307537,30.474957,354.64252,6.338814e-08,6.833481,40.99951,628.3339,0.00016980711,0.19383448,0.7860359,1.0,-1.0,477000,1706,1000.0,0.0,1000,1000,3.468909618417508,0.5204879722456128,4.424394305692693,0.9232006067655337,3468.909618417507,0.0,3468.909618417507,3468.909618417507,0.12374596187358593,0.6482337245766333,1.0,-1.0,1,3468.909618417507,2302987,7437,1000.0,0.0,1000,1000,3.556636022593839,0.5282468439932622,4.495650394318226,0.9339063718071373,3556.636022593838,9.143028045792061,3565.047768029774,3539.745849144756,0.115333036,0.64996177,1.0,-1.0,5,3556.636022593838,0.004673712001022068,2.1484732530007022,0.45254148300045927,0.01376537299984193,0.006883840998852975,5.813801318001424,8.440138980002303,4048.694024800022,475
478000,10.529827,7.716886,-290.20975,288.8439,73.56998,359.1797,-0.31340313,288.2956,73.709404,358.54547,-1.8543069,287.87067,73.411446,356.82727,-10.794282,10.529827,48.937412,659.19324,0.00030471385,7.7168856,33.75102,451.1918,6.2957406e-07,0.16259943,0.806895,1.0,-1.0,478000,1707,1000.0,0.0,1000,1000,3.4926546122307145,0.5253174951937981,4.484242642429246,0.9868013621058593,3492.6546122307086,0.0,3492.6546122307086,3492.6546122307086,0.10676928425712322,0.6304927035114987,1.0,-1.0,1,3492.6546122307086,2307987,7442,1000.0,0.0,1000,1000,3.5636545752993114,0.5412305188750502,4.565891718473763,0.96277280383291,3563.6545752993115,5.470549333421085,3573.345955512784,3557.3983864643774,0.11315695,0.629507,1.0,-1.0,5,3563.6545752993115,0.004745923999507795,2.1381349900002533,0.45750402200064855,0.012823074999687378,0.006845220999821322,5.788558489999559,8.408611721999478,4057.104393743023,476
479000,4.6820607,3.332386,-298.7634,297.34564,57.435978,354.0509,46.52448,297.75397,57.806877,354.97784,45.39409,297.7443,57.79504,354.25717,47.456387,4.682061,13.75124,139.51028,0.00020007812,3.3323858,9.833504,128.99692,0.00038027856,0.260823,0.77701753,1.0,-1.0,479000,1708,1000.0,0.0,1000,1000,3.511727020105868,0.5536643978989245,4.682517409478799,0.9478357396031304,3511.727020105865,0.0,3511.727020105865,3511.727020105865,0.11735731893882795,0.6699929556748022,1.0,-1.0,1,3511.727020105865,2312378,7447,878.2,243.6,1000,391,3.558937106780397,0.6141016509469635,5.603953707348305,0.9600203736923615,3125.4585671745454,838.2122628001696,3561.780319352974,1449.1573628844676,0.13216528,0.68143415,1.0,-1.0,5,3125.4585671745454,0.0047575530006724875,2.1559009329994296,0.4512707230005617,0.013801342000078876,0.006876061001094058,5.781320746000347,8.413927358002184,4065.520120563021,477
480000,5.717414,9.373932,-287.45895,284.14386,71.40717,356.99698,-17.163998,284.53592,70.93385,356.07535,-3.836923,285.45538,71.67885,358.32355,-12.534911,5.717414,9.47282,101.77231,8.381903e-09,9.373932,68.08045,1086.0,0.00048279762,0.25505057,0.790681,1.0,-1.0,480000,1709,1000.0,0.0,1000,1000,3.5147586979440884,0.5581510856950915,4.4599829010405525,0.9620961464930375,3514.7586979440916,0.0,3514.7586979440916,3514.7586979440916,0.12366087650711127,0.6600169467846011,1.0,-1.0,1,3514.7586979440916,2317378,7452,1000.0,0.0,1000,1000,3.5504963132422445,0.575433872755559,4.539395425198734,0.9723823653356521,3550.496313242244,2.9187465528043006,3554.3161124571625,3546.79169362123,0.16236165,0.6693862,1.0,-1.0,5,3550.496313242244,0.00473150300058478,2.150013692000357,0.445163518001209,0.012738983999952325,0.006861239999125246,5.789614327999516,8.409123265000744,4073.9308366550204,478
481000,6.246115,5.8447275,-284.22906,281.80927,77.81807,360.69403,-38.810493,281.61737,77.78436,360.2439,-37.35146,281.79745,77.55345,360.59967,-37.28765,6.2461157,26.490454,351.37314,4.4463435e-05,5.8447275,18.873774,181.00546,9.536743e-07,0.1943114,0.79254836,1.0,-1.0,481000,1712,333.3333333333333,81.83044801430714,406,219,3.5620864423805267,1.026593625287138,6.903707799118931,0.9481030399225866,1187.3621474601762,367.39748936252295,1514.3391811090946,674.1796395743271,0.15532018817874113,0.6978009252057135,1.0,-1.0,3,1187.3621474601762,2322378,7457,1000.0,0.0,1000,1000,3.525997595355335,0.5398288725931325,4.53525275677403,0.9626124414335999,3525.997595355333,8.240138965424805,3532.2235853818765,3509.7606751378867,0.16754974,0.6814347,1.0,-1.0,5,3525.997595355333,0.004775753999638255,2.15624368600038,0.44920865099993534,0.013247741999293794,0.0068811000001005596,5.867860534001011,8.498217467000359,4082.4308040920214,479
482000,6.5204325,6.4257975,-291.4144,288.2466,73.13215,356.33548,-28.254137,288.55563,73.05175,356.50845,-26.393696,288.7124,72.66046,357.1115,-22.46204,6.520432,17.726393,152.22618,3.6143698e-05,6.425798,16.624956,132.62051,7.4588694e-05,0.21433847,0.81883216,1.0,-1.0,482000,1714,500.0,113.0,613,387,3.6285643809362464,0.8506807760369363,6.181462660795809,0.8678727478477002,1814.2821904681227,379.48526027481296,2193.7674507429356,1434.7969301933097,0.12339936900082359,0.7076602598191266,1.0,-1.0,2,1814.2821904681227,2327378,7462,1000.0,0.0,1000,1000,3.58656878012636,0.5590268540486544,4.543479154645534,0.8633889858942334,3586.5687801263616,7.8412146973706705,3601.589453105735,3579.448326683586,0.14596154,0.6901271,1.0,-0.99999994,5,3586.5687801263616,0.004732803001388675,2.144490513999699,0.4394751729996642,0.016394235999541706,0.0069163300013315165,5.828540238000642,8.440549294002267,4090.8731393070257,480
483000,4.4593773,4.1002088,-296.40027,294.00632,67.93177,355.771,-10.463056,294.0946,68.182144,355.75757,-10.652777,293.74738,67.99973,358.2697,-7.1369004,4.4593773,10.845236,92.54079,9.958539e-05,4.1002088,11.8026705,129.5368,9.4179064e-05,0.18545441,0.79355985,1.0,-1.0,483000,1715,1000.0,0.0,1000,1000,3.4826754571444933,0.5025622811699311,4.369713825386487,0.9795279165401162,3482.6754571444976,0.0,3482.6754571444976,3482.6754571444976,0.14536399538936595,0.6353066921695321,1.0,-1.0,1,3482.6754571444976,2332378,7467,1000.0,0.0,1000,1000,3.514545565976823,0.5300058653954252,4.536813829082924,0.9183928898693539,3514.5455659768218,3.504833823736541,3517.770396572185,3508.0606140601158,0.14554603,0.6456215,1.0,-0.9999997,5,3514.5455659768218,0.004811233999134856,2.1715614029999415,0.4486704759983695,0.012695931000052951,0.006924979999894276,5.825807454000824,8.470471477998217,4099.3453992460245,481
484000,3.7460446,3.3851676,-286.17603,283.91675,68.09262,357.7073,-0.25881386,284.14825,67.86036,357.1215,-3.8943222,284.13248,67.84218,357.5474,-0.7845855,3.7460444,8.078238,62.490696,2.8521754e-05,3.385168,9.163885,87.9427,5.3198077e-05,0.2246549,0.7775984,1.0,-1.0,484000,1717,500.0,464.0,964,36,3.562324456827655,0.7684255503412917,5.929793538688713,0.8796704057255063,1781.162228413829,1725.3674490084165,3506.5296774222456,55.79477940541268,0.11981362110824521,0.6862675670131254,1.0,-1.0,2,1781.162228413829,2337378,7472,1000.0,0.0,1000,1000,3.5605880026116674,0.5316797052563804,4.6832461624886,0.885835124760017,3560.5880026116697,8.64130429462096,3569.595973660899,3545.0704870650757,0.14759839,0.6764358,1.0,-1.0,5,3560.5880026116697,0.004804292999324389,2.1820730029994593,0.4443252930013841,0.013758618999418104,0.006824968000728404,5.7814644830014,8.433250659001715,4107.78047728603,482
485000,6.9209113,4.34063,-289.0983,287.6027,75.034134,359.13632,-13.821658,287.67496,75.01715,358.54974,-14.609898,287.315,75.01828,359.1162,-17.55895,6.920911,46.119312,720.754,0.00016001076,4.3406305,16.59804,204.82582,1.5739352e-05,0.18703316,0.7952421,1.0,-1.0,485000,1718,1000.0,0.0,1000,1000,3.5324462950605304,0.5201552790192349,4.510576750565924,0.7428011064162069,3532.446295060531,0.0,3532.446295060531,3532.446295060531,0.15395331462268513,0.6669923418273651,1.0,-1.0,1,3532.446295060531,2342378,7477,1000.0,0.0,1000,1000,3.5733730361558513,0.5398468393326052,4.6457026432061355,0.7367754268371917,3573.373036155852,4.7198064646830575,3577.6431658234205,3564.3136558066,0.16308416,0.6766297,1.0,-1.0,5,3573.373036155852,0.004760693000207539,2.157594535001408,0.4557598549999966,0.013633825999932014,0.006883149999339366,5.873434639999687,8.51206669900057,4116.294312207027,483
486000,14.148969,16.975027,-297.2987,294.248,68.36789,358.27655,-4.93385,293.9585,69.61087,358.1586,-36.762283,293.02908,69.41744,356.07883,-2.2210073,14.14897,92.59542,1120.0765,0.00048682932,16.975027,102.89598,1427.5206,0.00029835477,0.23161066,0.79575384,1.0,-1.0,486000,1719,1000.0,0.0,1000,1000,3.465677974394088,0.5381896800170558,4.750412377369849,0.8931825168967349,3465.6779743940906,0.0,3465.6779743940906,3465.6779743940906,0.14420297991197048,0.689107265380963,1.0,-1.0,1,3465.6779743940906,2347378,7482,1000.0,0.0,1000,1000,3.553416381395638,0.5524791873376674,4.803867980154856,0.8897615241954393,3553.416381395639,5.050569609664322,3558.5198664262252,3544.4158368925855,0.15779616,0.6800676,1.0,-0.99999994,5,3553.416381395639,0.004813732999537024,2.1568135019988404,0.44024278899996716,0.015393956000480102,0.006873889000416966,5.855407920998914,8.479545789998156,4124.775600636028,484
487000,5.0277667,5.53009,-293.76413,291.89917,66.87744,355.7266,-2.0557277,291.9211,66.49496,355.192,-2.5244727,291.30283,67.034065,355.8167,-4.403817,5.027767,14.268464,177.71214,0.0010493977,5.5300903,16.8665,131.1545,0.0005593756,0.17525244,0.79610395,1.0,-1.0,487000,1720,1000.0,0.0,1000,1000,3.515055215773229,0.5710056854872998,4.738314150636818,1.0081935332727763,3515.0552157732327,0.0,3515.0552157732327,3515.0552157732327,0.13871036592766192,0.7014440957322741,1.0,-1.0,1,3515.0552157732327,2351770,7487,878.4,243.20000000000002,1000,392,3.5848882856323097,0.6473704647836865,6.5593033478845735,1.001933093537991,3148.9658700994205,835.0549180033829,3596.196234719011,1479.1617376838929,0.15291212,0.70192283,1.0,-1.0,5,3148.9658700994205,0.0047423420000995975,2.1638143029995263,0.45198101599999063,0.015153731001191773,0.006910478999998304,5.857129227999394,8.4997310990002,4133.277077644024,485
488000,4.9100847,5.0486345,-295.24066,292.8765,68.66192,356.49265,8.847649,293.3132,68.75714,357.0165,8.4152155,293.159,68.743286,356.7225,8.183802,4.9100847,17.666569,241.45108,1.29677355e-05,5.0486345,16.393885,185.3073,0.00090910494,0.26400837,0.79146296,1.0,-1.0,488000,1721,1000.0,0.0,1000,1000,3.496517661300145,0.5440078931055641,4.652263196553134,0.9680215581000938,3496.5176613001454,0.0,3496.5176613001454,3496.5176613001454,0.1606001633483795,0.6926630722619647,1.0,-1.0,1,3496.5176613001454,2356770,7492,1000.0,0.0,1000,1000,3.5699962411751636,0.5633439333178933,4.913741272103534,0.9362253639389293,3569.996241175165,8.496514358196297,3577.436311696704,3555.0593108836497,0.17269433,0.69964576,1.0,-1.0,5,3569.996241175165,0.004753522000100929,2.1484887010010425,0.4587088850003056,0.017055934000381967,0.006858998000097927,5.839031747998888,8.474897788000817,4141.7537434430205,486
489000,4.5005713,4.069543,-291.43695,289.3426,74.13119,356.39194,19.14789,289.15848,74.29309,356.0193,8.218082,289.8873,74.23289,356.79865,21.339407,4.5005713,10.1763935,100.751526,2.3396919e-05,4.0695434,13.319863,172.16916,7.712282e-06,0.1948682,0.8122402,1.0,-1.0,489000,1722,1000.0,0.0,1000,1000,3.469502669225105,0.5400301091140935,4.4877515700498085,0.8179883974909263,3469.5026692251045,0.0,3469.5026692251045,3469.5026692251045,0.13711947471243463,0.6831380759691438,1.0,-1.0,1,3469.5026692251045,2361770,7497,1000.0,0.0,1000,1000,3.542143504844327,0.5541649733182392,4.642445940045412,0.7644770174544447,3542.1435048443286,6.860845432430228,3550.179756154873,3532.442701281051,0.14120363,0.693297,1.0,-1.0,5,3542.1435048443286,0.004725300999780302,2.174340989000484,0.4484342329997162,0.013908028999139788,0.006857267999293981,5.889143144000627,8.537408963999042,4150.292990029023,487
490000,18.071667,16.263533,-300.5592,298.95462,66.93943,357.37662,23.862255,299.3786,66.9371,357.1063,18.56374,299.63278,67.3811,358.31638,1.6512002,18.071667,217.58408,3486.3577,0.00015427265,16.263533,200.03023,3207.0178,1.206994e-06,0.21741521,0.7771189,1.0,-1.0,490000,1723,1000.0,0.0,1000,1000,3.492309936160825,0.5283237711815889,4.422335237521922,0.7822112946464653,3492.3099361608215,0.0,3492.3099361608215,3492.3099361608215,0.19038854809577022,0.7109063006496977,1.0,-1.0,1,3492.3099361608215,2366770,7502,1000.0,0.0,1000,1000,3.526061134209623,0.5509835003298337,4.5395289258197185,0.7161066557465557,3526.0611342096227,7.963804131041325,3535.636887548141,3513.726110701233,0.19749242,0.7066085,1.0,-1.0,5,3526.0611342096227,0.0047810420001042075,2.193167137000273,0.460719317999974,0.017139154000687995,0.01164437999977963,5.881282344000283,8.568733375001102,4158.863384491025,488
491000,5.7479515,5.884375,-285.5936,283.83487,78.89855,360.8248,-7.497109,283.86115,79.027954,361.30695,-9.245016,283.75742,79.01208,360.1816,-18.775043,5.747951,22.144957,301.51056,0.00012137089,5.8843756,20.487402,198.25032,1.1269003e-07,0.13497157,0.8221767,1.0,-1.0,491000,1724,1000.0,0.0,1000,1000,3.501209340697371,0.5437171294471054,4.563355056800375,0.7437051102015054,3501.2093406973663,0.0,3501.2093406973663,3501.2093406973663,0.13221832324952382,0.6759584830456958,1.0,-1.0,1,3501.2093406973663,2371770,7507,1000.0,0.0,1000,1000,3.5675003444146247,0.5488639649064454,4.575007061980064,0.7131544854988692,3567.5003444146278,2.9750792772131645,3570.4698450866204,3562.184354486018,0.15055868,0.67829084,1.0,-1.0,5,3567.5003444146278,0.004765040999700432,2.1602877959994657,0.4647861819994432,0.015499655000894563,0.00693535899881681,5.7655769729990425,8.417851005997363,4167.283019058022,489
492000,12.140221,8.479494,-292.60986,291.10187,76.66268,359.04028,-1.5854461,290.50934,76.58755,357.88876,-7.4628267,291.17154,76.65319,359.1578,-0.9501448,12.140221,104.48726,1641.4998,4.185736e-05,8.479494,53.448254,823.1206,0.00010142103,0.109737575,0.8119788,1.0,-1.0,492000,1725,1000.0,0.0,1000,1000,3.4951976404826044,0.5267646853486411,4.478176283846078,0.7544856314290147,3495.1976404826073,0.0,3495.1976404826073,3495.1976404826073,0.13023486495773345,0.6711189781485157,1.0,-1.0,1,3495.1976404826073,2376770,7512,1000.0,0.0,1000,1000,3.5914282514959037,0.5593849128969322,4.649805425805559,0.6833705561105936,3591.4282514959073,2.415428278317451,3595.596695806399,3588.5615506754216,0.14781025,0.6792977,1.0,-1.0,5,3591.4282514959073,0.004760190999149927,2.1727507779996813,0.4783963589998166,0.01652210300017032,0.007028670001091086,5.854292097001235,8.533750198001144,4175.818526096021,490
493000,15.217308,15.053507,-292.26575,291.07843,69.38558,359.68802,15.775539,290.70844,69.03833,358.62903,21.101053,290.23346,69.161514,358.1084,21.26725,15.217309,172.57475,2767.1892,3.2419339e-06,15.053508,171.18059,2740.5215,7.301569e-07,0.23697573,0.78513634,1.0,-1.0,493000,1726,1000.0,0.0,1000,1000,3.5147268669950615,0.5445067897062101,4.482192045829287,0.7642698853813639,3514.7268669950586,0.0,3514.7268669950586,3514.7268669950586,0.1975068244801057,0.7083055429132207,1.0,-1.0,1,3514.7268669950586,2381770,7517,1000.0,0.0,1000,1000,3.5986547634166812,0.5582108422793353,4.594967306667486,0.7672157995420193,3598.654763416682,6.507155927527097,3603.806667400585,3586.163010777129,0.20749459,0.72850823,1.0,-1.0,5,3598.654763416682,0.0048094119993038476,2.1925732340005197,0.47311387400077365,0.013032942000791081,0.006949358999918331,5.811505193998528,8.501984014999834,4184.322326242019,491
494000,14.330979,12.836474,-295.66003,292.35306,70.57415,358.48132,-3.7915752,292.65097,70.95459,358.8341,-4.664398,292.34875,71.16289,358.49103,-1.4467366,14.33098,127.14436,1875.0941,1.5739352e-07,12.836475,115.667755,1613.2721,5.812384e-06,0.12696673,0.80369884,1.0,-1.0,494000,1727,1000.0,0.0,1000,1000,3.4768260813465566,0.5552190454612509,4.528202784369181,0.6764293499183879,3476.826081346556,0.0,3476.826081346556,3476.826081346556,0.11270228924456861,0.6767140875979129,1.0,-1.0,1,3476.826081346556,2386770,7522,1000.0,0.0,1000,1000,3.5677623051504024,0.5681178417884412,4.6461034158120125,0.6341961321359627,3567.7623051504042,10.039790100962943,3578.8395362682377,3549.265279979084,0.10700744,0.6621589,1.0,-0.99999994,5,3567.7623051504042,0.004771231999256997,2.1982812200003536,0.48607084800096345,0.013606530999823008,0.006917987999258912,5.792209777000608,8.501857596000264,4192.825934038018,492
495000,4.7109985,3.990368,-296.14108,294.1579,73.79659,360.39972,-16.076418,293.31024,73.87215,357.40945,-12.735033,293.55774,73.63299,358.64545,-13.32654,4.7109985,16.915575,216.00917,2.1517277e-05,3.9903674,13.100767,183.87271,1.8030405e-06,0.16536446,0.79545146,1.0,-1.0,495000,1728,1000.0,0.0,1000,1000,3.526207986026223,0.5306355975105802,4.39195884190637,0.8606445789103837,3526.2079860262256,0.0,3526.2079860262256,3526.2079860262256,0.1262049312463981,0.6581705080377249,1.0,-1.0,1,3526.2079860262256,2391770,7527,1000.0,0.0,1000,1000,3.5727272312715113,0.554927065441772,4.552561003107253,0.6953412640558688,3572.7272312715113,3.100167022413329,3575.8913411358435,3568.402253159554,0.13053776,0.66845614,1.0,-0.99999994,5,3572.7272312715113,0.004771971000081976,2.181431443001202,0.4808602150005754,0.016261546999885468,0.006866116000310285,5.78253556799973,8.472726860001785,4201.30046091802,493
