replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1000000,0.014553397,0.014409792,62.46646,-62.448677,0.3776631,-58.455223,-65.10286,-62.452595,0.38043988,-58.41876,-65.16665,-62.472015,0.40241754,-58.27717,-65.010796,0.014553397,0.029503806,0.28722572,7.236522e-07,0.014409792,0.02872396,0.27408665,9.313226e-08,1.0,0.0,1.0,1.0,1060000,1060,1000.0,0.0,1000,1000,-0.5504301979023842,0.08226534287794834,0.3249224203892638,-1.0182716437770807,-550.4301979023844,0.0,-550.4301979023844,-550.4301979023844,0.9603615146009218,0.058978099294354054,1.0,0.6263653685949304,1,-550.4301979023844,-0.00357861467385312,0.0,-0.00357861467385312,-0.00357861467385312,0.8258661017553159,0.0,0.8258661017553159,0.8258661017553159,0.005033395051386767,0.07838290817051016,0.9120573866373818,-0.4240359629797602,-0.5734835438380329,0.0,-0.5734835438380329,-0.5734835438380329,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.5554635929537709,0.02628503420427301,-0.44424537293306177,-0.6000000000000001,5295000,5295,1000.0,0.0,1000,1000,-0.5954853870853535,0.07478069534184086,0.9788978953594483,-1.018008380035735,-595.4853870853646,0.7688062905738187,-594.3350002183466,-596.6921810048945,1.0,0.0,1.0,1.0,5,-595.4853870853646,0.0,0.0,0.0,0.0,0.978532581971886,0.09025378291782231,1.1032314601001507,0.8827116787380451,0.004514612914646626,0.07478069534184086,1.5788978953594484,-0.4180083800357348,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004534244999376824,2.144632998999441,0.4247622370003228,0.018545139000707422,0.00689624900041963,5.832103848999395,8.431474717999663,8905.990768254995,1058
1000000,0.017365161,0.017851371,62.53749,-62.431488,0.26225233,-61.849697,-64.80549,-62.429153,0.26117903,-61.83036,-64.76385,-62.4917,0.27965215,-62.05241,-64.88118,0.017365161,0.026031487,0.18031968,4.2055035e-09,0.017851371,0.02699442,0.18278052,7.043127e-09,1.0,0.0,1.0,1.0,1061000,1061,1000.0,0.0,1000,1000,-0.5507606997723656,0.07072877319889675,0.29113908897933827,-0.8167482051119527,-550.7606997723655,0.0,-550.7606997723655,-550.7606997723655,0.9599543647342502,0.057655379233527614,1.0,0.6005908310980388,1,-550.7606997723655,0.008416606642303315,0.0,0.008416606642303315,0.008416606642303315,0.7858256846263602,0.0,0.7858256846263602,0.7858256846263602,0.004141215303774131,0.06692477212334284,0.8156748322949576,-0.27244790499268423,-0.5493527016794525,0.0,-0.5493527016794525,-0.5493527016794525,-0.5372451558799548,0.0,-0.5372451558799548,-0.5372451558799548,-0.5549019150761398,0.02629785602740386,-0.4442514433669487,-0.6000000000000001,5300000,5300,1000.0,0.0,1000,1000,-0.5959632561192274,0.07041628666349864,0.9722116977985866,-1.013464532061153,-595.9632561192386,1.0353277613902545,-594.1053043355262,-597.1495102476381,1.0,0.0,1.0,1.0,5,-595.9632561192386,0.0,0.0,0.0,0.0,0.8875044366759728,0.1795275988519527,1.2078416489834962,0.7020972415009197,0.004036743880772602,0.07041628666349864,1.5722116977985867,-0.41346453206115297,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004537894999884884,2.140906778000499,0.4297376800004713,0.01688838600057352,0.006896378999954322,5.775524050000968,8.37449116800235,8914.368340181996,1059
1000000,0.016834477,0.017285798,62.551243,-62.564056,0.44861323,-59.61805,-65.01177,-62.570232,0.4534927,-59.76922,-65.07876,-62.511433,0.46716473,-59.607265,-65.142204,0.016834475,0.022846034,0.19272697,2.446177e-08,0.0172858,0.02119802,0.15073982,2.0954758e-07,1.0,0.0,1.0,1.0,1062000,1062,1000.0,0.0,1000,1000,-0.5503256097059352,0.08711045247571415,0.44987999003503143,-0.9960769693437954,-550.325609705935,0.0,-550.325609705935,-550.325609705935,0.9613049534043463,0.05695616079983262,1.0,0.6696542526641813,1,-550.325609705935,0.05110842427043405,0.0,0.05110842427043405,0.05110842427043405,1.009427256767168,0.0,1.009427256767168,1.009427256767168,0.006085120909738154,0.08381242678050875,1.0278014798175896,-0.4179294395375488,-0.5203505554734307,0.0,-0.5203505554734307,-0.5203505554734307,-0.5902505977298212,0.0,-0.5902505977298212,-0.5902505977298212,-0.5564107306156734,0.025767913861906182,-0.45150375910085094,-0.6000000000000001,5305000,5305,1000.0,0.0,1000,1000,-0.5949011773801726,0.07694862715334427,1.0644672132983113,-1.0248535813223003,-594.9011773801836,0.8529637709370232,-593.5474517410712,-596.1910774481288,1.0,0.0,1.0,1.0,5,-594.9011773801836,0.0,0.0,0.0,0.0,0.8999118485943443,0.17508431282809092,1.1935278290496103,0.6581407333100031,0.005098822619827447,0.07694862715334427,1.6644672132983114,-0.42485358132230033,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004546064999885857,2.1443498150001687,0.4357259919997887,0.015477338998607593,0.006836038000983535,5.788586411999859,8.395521660999293,8922.766969021994,1060
1000000,0.013709008,0.013561834,62.466824,-62.475716,0.38022497,-59.30456,-65.27339,-62.473263,0.3806992,-59.29114,-65.28129,-62.457962,0.37411746,-59.697727,-65.12219,0.013709009,0.02206158,0.18153013,7.1304385e-10,0.013561834,0.021818671,0.16531193,4.2551255e-07,1.0,0.0,1.0,1.0,1063000,1063,1000.0,0.0,1000,1000,-0.5474385794049813,0.09366570988565698,0.6037811210876561,-0.9084042954680573,-547.4385794049817,0.0,-547.4385794049817,-547.4385794049817,0.9592621101984132,0.05985466218958987,1.0,0.6278511233423576,1,-547.4385794049817,-0.028211258553985097,0.0,-0.028211258553985097,-0.028211258553985097,1.0033895455128377,0.0,1.0033895455128377,1.0033895455128377,0.006821246583904151,0.0895235002454522,1.151855459738829,-0.3955955432587166,-0.5382553701654725,0.0,-0.5382553701654725,-0.5382553701654725,-0.5640218630340091,0.0,-0.5640218630340091,-0.5640218630340091,-0.5542598259888855,0.026833525847889048,-0.4497707653750463,-0.6000000000000001,5310000,5310,1000.0,0.0,1000,1000,-0.5952513834788786,0.07608581943414565,1.1087681762112431,-1.0420703971391316,-595.2513834788897,1.1933667667227144,-593.921473431303,-597.3748662104329,1.0,0.0,1.0,1.0,5,-595.2513834788897,-1.3877787807814457e-16,2.7755575615628914e-16,0.0,-6.938893903907228e-16,1.0221972381112454,0.16513438090382634,1.2338883289533986,0.843877895691318,0.00474861652112135,0.07608581943414565,1.7087681762112432,-0.44207039713913154,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004640876999474131,2.143704936999711,0.4252158260005672,0.01917630799835024,0.006842667000455549,5.860578486999657,8.460159101998215,8931.230236692993,1061
1000000,0.020331834,0.019634366,62.47056,-62.448265,0.29564998,-60.230373,-64.760345,-62.4471,0.3029143,-60.060364,-64.74936,-62.465042,0.3078183,-60.650703,-64.60743,0.020331834,0.046157356,0.5820766,7.968629e-08,0.019634366,0.040258523,0.35639548,1.0608346e-08,1.0,0.0,1.0,1.0,1064000,1064,1000.0,0.0,1000,1000,-0.5480465184302493,0.08036431394074992,0.3320682061428976,-0.8443103851273409,-548.0465184302494,0.0,-548.0465184302494,-548.0465184302494,0.9595765414969449,0.05887393059990131,1.0,0.66044660832417,1,-548.0465184302494,-0.015399005374187036,0.0,-0.015399005374187036,-0.015399005374187036,0.8036515036200078,0.0,0.8036515036200078,0.8036515036200078,0.006505448787062804,0.0756823055017964,0.8198356557530553,-0.2622330806571549,-0.5364969499304179,0.0,-0.5364969499304179,-0.5364969499304179,-0.5241218491938616,0.0,-0.5241218491938616,-0.5241218491938616,-0.5545519672173121,0.026015804657676604,-0.4559420109990174,-0.6000000000000001,5315000,5315,1000.0,0.0,1000,1000,-0.5957586503992397,0.07226990259429207,1.03484673358753,-1.0010599642377844,-595.7586503992509,0.6636996685629118,-594.8325580695848,-596.8373007424245,1.0,0.0,1.0,1.0,5,-595.7586503992509,0.0,0.0,0.0,0.0,0.9740403233850703,0.12314090472314396,1.1600773038437378,0.8220738609441688,0.004241349600760191,0.07226990259429207,1.63484673358753,-0.40105996423778434,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004497974001424154,2.158090139999331,0.42883561499911593,0.01943202199981897,0.006859007999082678,5.8447118519998185,8.462426610998591,8939.695805649992,1062
1000000,0.015681235,0.015448453,62.47526,-62.509235,0.37303638,-60.791454,-65.15092,-62.50904,0.37545553,-60.897114,-65.246086,-62.491768,0.38799474,-61.223507,-65.135315,0.015681237,0.025070673,0.18901385,3.274181e-07,0.015448453,0.023496643,0.14390548,8.5927604e-07,1.0,0.0,1.0,1.0,1065000,1065,1000.0,0.0,1000,1000,-0.5498662644824723,0.09002898860223857,1.0792406479803103,-0.8707096261879216,-549.8662644824725,0.0,-549.8662644824725,-549.8662644824725,0.9609328043243889,0.058307632601176045,1.0,0.5931739089168186,1,-549.8662644824725,0.0043020533776588765,0.0,0.0043020533776588765,0.0043020533776588765,0.9896552375238904,0.0,0.9896552375238904,0.9896552375238904,0.00620871618530047,0.08598091244696336,1.6374111705577092,-0.3001082986897369,-0.5468906238831216,0.0,-0.5468906238831216,-0.5468906238831216,-0.5499169298643188,0.0,-0.5499169298643188,-0.5499169298643188,-0.556074980667773,0.025316168956893672,-0.47220835785387316,-0.6000000000000001,5320000,5320,1000.0,0.0,1000,1000,-0.5963509192211239,0.06829764992533133,0.5573691431137506,-1.0289258547917877,-596.3509192211351,1.5592097698367826,-594.6773466461375,-599.1713040008586,1.0,0.0,1.0,1.0,5,-596.3509192211351,0.0,0.0,0.0,0.0,0.8199692084999173,0.20527421657680955,1.086086999847266,0.4937436370682538,0.0036490807788761366,0.06829764992533133,1.1573691431137507,-0.42892585479178763,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004510744000072009,2.168651971000145,0.4230788289987686,0.015945036000630353,0.006873898000776535,5.834416317000432,8.453476795000824,8948.15234672199,1063
1000000,0.015001741,0.014610735,62.461143,-62.432816,0.28643256,-60.043808,-65.11764,-62.43946,0.28769246,-59.9733,-65.084724,-62.4591,0.2969533,-60.01868,-64.932335,0.01500174,0.031783815,0.3728644,7.043127e-09,0.014610736,0.03056749,0.3647516,2.0954758e-09,1.0,0.0,1.0,1.0,1066000,1066,1000.0,0.0,1000,1000,-0.5514961662643432,0.06728989122978911,0.33689459388681575,-0.8251068645314722,-551.4961662643425,0.0,-551.4961662643425,-551.4961662643425,0.9601391509746392,0.05827122516957375,1.0,0.6365147069632133,1,-551.4961662643425,0.007896463312642155,0.0,0.007896463312642155,0.007896463312642155,0.8802399578807524,0.0,0.8802399578807524,0.8802399578807524,0.0036614686858954418,0.06316408565312703,0.8983909680440022,-0.27581574956039134,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.5797453326049369,0.0,-0.5797453326049369,-0.5797453326049369,-0.5551576349502386,0.026027253097074196,-0.4520222847376898,-0.6000000000000001,5325000,5325,1000.0,0.0,1000,1000,-0.595100449946585,0.07581831134167642,0.511521894429328,-1.0446331914967675,-595.100449946596,1.3747681771274776,-593.2613224557193,-596.7257161483622,1.0,0.0,1.0,1.0,5,-595.100449946596,0.0,0.0,0.0,0.0,0.9129293393001152,0.09463755292908477,1.0396203188191244,0.8264637555860999,0.00489955005341499,0.07581831134167641,1.1115218944293281,-0.44463319149676744,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004521584000030998,2.1325997879994247,0.4246597710007336,0.01975257599951874,0.006853057000625995,5.850143638999725,8.43853041500006,8956.59409040699,1064
1000000,0.01690586,0.017525584,62.571945,-62.47487,0.41082615,-58.49008,-65.14979,-62.47399,0.4130039,-58.42651,-65.15249,-62.48856,0.39030886,-59.27069,-65.05574,0.01690586,0.044025492,0.6093506,2.4215842e-07,0.017525584,0.05001613,0.71264166,3.4064578e-07,1.0,0.0,1.0,1.0,1067000,1067,1000.0,0.0,1000,1000,-0.5508602235493866,0.07885795018857092,0.32709156850244825,-1.0292524842915585,-550.8602235493869,0.0,-550.8602235493869,-550.8602235493869,0.9599025514166921,0.05843631181077987,1.0,0.6180505929075722,1,-550.8602235493869,-0.007268572334972467,0.0,-0.007268572334972467,-0.007268572334972467,0.8819757658423325,0.0,0.8819757658423325,0.8819757658423325,0.0040364029032066715,0.07486201406321838,0.9041200220779928,-0.45371634988722237,-0.5528245023117656,0.0,-0.5528245023117656,-0.5528245023117656,-0.5570795106766159,0.0,-0.5570795106766159,-0.5570795106766159,-0.5548966264525932,0.02664274064900591,-0.44922448819211075,-0.6000000000000001,5330000,5330,1000.0,0.0,1000,1000,-0.594403044244511,0.08138303974268601,1.0927628030363428,-1.0361854581078473,-594.4030442445221,1.347426193736398,-592.9051335847422,-596.2786351892453,1.0,0.0,1.0,1.0,5,-594.4030442445221,0.0,0.0,0.0,0.0,1.0077750915516188,0.18727772681647878,1.331821899568329,0.7628320378201455,0.0055969557554890696,0.081383039742686,1.6927628030363429,-0.43618545810784726,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004571744999338989,2.164243814000656,0.4332659520005109,0.01573900099901948,0.006874977001643856,5.829901148999852,8.454596638001021,8965.051780471991,1065
1000000,0.017178249,0.017475901,62.467068,-62.4653,0.22924821,-60.438034,-64.26937,-62.466343,0.22916071,-60.471603,-64.2291,-62.440426,0.2784792,-60.154236,-64.17832,0.01717825,0.05128103,0.7763434,2.3841858e-07,0.017475903,0.05675735,0.8713338,2.3470784e-07,1.0,0.0,1.0,1.0,1068000,1068,1000.0,0.0,1000,1000,-0.550679036805406,0.07512401966823899,0.163379730528592,-0.9925201890379279,-550.6790368054058,0.0,-550.6790368054058,-550.6790368054058,0.9593363620581783,0.058661464522032525,1.0,0.6564465236954488,1,-550.6790368054058,0.019851903124355474,0.0,0.019851903124355474,0.019851903124355474,0.6980654881930778,0.0,0.6980654881930778,0.6980654881930778,0.0035814169867280144,0.07074099557947691,0.743575344281297,-0.42011479903720006,-0.5434310051238427,0.0,-0.5434310051238427,-0.5434310051238427,-0.5472434833802862,0.0,-0.5472434833802862,-0.5472434833802862,-0.5542604537921341,0.02565648731245077,-0.45603130808168796,-0.6000000000000001,5335000,5335,1000.0,0.0,1000,1000,-0.5954241438509522,0.07716725902892654,0.6983983850965285,-1.0501631428099634,-595.4241438509632,1.6508873117648213,-592.9547957165391,-597.6071764745092,1.0,0.0,1.0,1.0,5,-595.4241438509632,0.0,0.0,0.0,0.0,1.0017759471640304,0.1444198135223445,1.2577433512749387,0.8617265577005531,0.004575856149047902,0.07716725902892654,1.2983983850965286,-0.4501631428099634,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004541555001196684,2.1508546759996534,0.41896768900005554,0.015698680001150933,0.006953418000193778,5.862626751999414,8.459642770001665,8973.514519838995,1066
1000000,0.016319524,0.017308857,62.445396,-62.47398,0.23789756,-60.075863,-64.62659,-62.4763,0.23542419,-60.182537,-64.69321,-62.456078,0.29505128,-59.310028,-64.457344,0.016319526,0.04233843,0.58650297,6.726623e-07,0.017308857,0.051929813,0.76127195,5.5937562e-08,1.0,0.0,1.0,1.0,1069000,1069,1000.0,0.0,1000,1000,-0.5481701788720666,0.096034958255821,0.6792011780117275,-0.9208530080978597,-548.1701788720661,0.0,-548.1701788720661,-548.1701788720661,0.9607130574633369,0.05776645296116891,1.0,0.5995341835537118,1,-548.1701788720661,0.0074619564196609645,0.0,0.0074619564196609645,0.0074619564196609645,1.143722095314831,0.0,1.143722095314831,1.143722095314831,0.007613746248894026,0.09178931113001587,1.189840096487909,-0.3804366443907159,-0.5676005163504717,0.0,-0.5676005163504717,-0.5676005163504717,-0.527087005098109,0.0,-0.527087005098109,-0.527087005098109,-0.5557839251209608,0.025144836448286943,-0.46802734164679827,-0.6000000000000001,5340000,5340,1000.0,0.0,1000,1000,-0.5949977360004314,0.07768812459011222,0.9248452594688836,-1.0379704542140618,-594.9977360004425,1.3816100952929211,-592.5109240614188,-596.5558773473496,1.0,0.0,1.0,1.0,5,-594.9977360004425,0.0,0.0,0.0,0.0,0.9558974620961955,0.15987805261365545,1.1883183384842702,0.7515557074204843,0.005002263999568625,0.0776881245901122,1.5248452594688837,-0.43797045421406167,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004534543000772828,2.1557322080006998,0.4282148740003322,0.018851775999792153,0.006932797999979812,5.853625078998448,8.467891278000025,8981.985490555995,1067
1000000,0.014198972,0.0143170105,62.534958,-62.49525,0.4043482,-59.713284,-64.78308,-62.501255,0.4066642,-59.79088,-64.798584,-62.471603,0.44128546,-59.346237,-64.68159,0.014198972,0.03359611,0.47145063,6.4173946e-09,0.01431701,0.02745959,0.31641483,1.5655532e-06,1.0,0.0,1.0,1.0,1070000,1070,1000.0,0.0,1000,1000,-0.5482010095459775,0.09461480676062235,0.830131341104312,-1.0603480080034968,-548.2010095459779,0.0,-548.2010095459779,-548.2010095459779,0.9594926305915314,0.060232428390806766,1.0,0.5420815818034111,1,-548.2010095459779,0.0026328403993158833,0.0,0.0026328403993158833,0.0026328403993158833,1.0866438173949178,0.0,1.0866438173949178,1.0866438173949178,0.006351422607608956,0.0912325303922312,1.3783507737399003,-0.4647618432153855,-0.49898645621034804,0.0,-0.49898645621034804,-0.49898645621034804,-0.5939129453341868,0.0,-0.5939129453341868,-0.5939129453341868,-0.5545524321535863,0.027318833998451468,-0.45594560086750296,-0.6000000000000001,5345000,5345,1000.0,0.0,1000,1000,-0.5961916272228268,0.0675847910285268,0.41312586769397797,-0.9957394779572188,-596.191627222838,0.9262856434610569,-595.3436430287975,-597.5797307585318,1.0,0.0,1.0,1.0,5,-596.191627222838,0.0,0.0,0.0,0.0,0.8459690895619587,0.115589289558706,0.9869364494460792,0.6540511203685978,0.0038083727771732277,0.0675847910285268,1.013125867693978,-0.39573947795721875,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004476222999073798,2.1517210670008353,0.43072068100082106,0.018842966001102468,0.006846996000604122,5.833257738999237,8.445865672001673,8990.434464772996,1068
1000000,0.01212614,0.012022458,62.564137,-62.528103,0.361521,-61.659054,-65.07674,-62.525246,0.35998768,-61.62588,-65.08448,-62.50647,0.37031287,-61.06086,-64.980675,0.01212614,0.027697923,0.35783622,5.5937562e-08,0.012022458,0.026227085,0.3192493,5.820766e-09,1.0,0.0,1.0,1.0,1071000,1071,1000.0,0.0,1000,1000,-0.5505133598266989,0.07970352929245662,0.38033612892747015,-0.9264404954170838,-550.5133598266979,0.0,-550.5133598266979,-550.5133598266979,0.960484422649303,0.057478431039116734,1.0,0.6769210403688626,1,-550.5133598266979,-0.033054238879315356,0.0,-0.033054238879315356,-0.033054238879315356,0.9352636206115816,0.0,0.9352636206115816,0.9352636206115816,0.004987097885311201,0.07594217389489992,0.9352636206115816,-0.40787223018915686,-0.5301917702437138,0.0,-0.5301917702437138,-0.5301917702437138,-0.5776283037090536,0.0,-0.5776283037090536,-0.5776283037090536,-0.5555004577120101,0.025507669125097127,-0.45537413392809595,-0.6000000000000001,5350000,5350,1000.0,0.0,1000,1000,-0.595902448227822,0.07120473442786976,0.5193583735066589,-1.0291424645380776,-595.9024482278331,0.8310443088943588,-594.8329570215961,-597.0356309608552,1.0,0.0,1.0,1.0,5,-595.9024482278331,0.0,0.0,0.0,0.0,0.916605613324872,0.08698121963048769,1.0531344149645145,0.8011041489968296,0.004097551772178006,0.07120473442786976,1.119358373506659,-0.4291424645380776,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004534423000222887,2.165648267000506,0.43201399899953685,0.016452742000183207,0.006893087000207743,5.825293082998542,8.450835600999199,8998.888436871997,1069
1000000,0.016435463,0.016066214,62.49049,-62.522038,0.2036335,-61.937515,-65.197,-62.521713,0.20415826,-61.922314,-65.19372,-62.462208,0.21445969,-62.057793,-64.96826,0.016435463,0.022880163,0.14009906,9.686337e-07,0.016066214,0.022441663,0.1332123,1.7724378e-06,1.0,0.0,1.0,1.0,1072000,1072,1000.0,0.0,1000,1000,-0.5505501129803686,0.07471456315753043,0.22904990187625762,-0.7989244121926357,-550.5501129803691,0.0,-550.5501129803691,-550.5501129803691,0.9600882633788546,0.05875648486576819,1.0,0.6089726808479841,1,-550.5501129803691,-0.02153832364323094,0.0,-0.02153832364323094,-0.02153832364323094,0.7297591750068128,0.0,0.7297591750068128,0.7297591750068128,0.004582965814595275,0.07089472008687218,0.807305292878096,-0.25371261923520017,-0.5509010046912354,0.0,-0.5509010046912354,-0.5509010046912354,-0.5673897993464264,0.0,-0.5673897993464264,-0.5673897993464264,-0.5551330787949638,0.02561307838308163,-0.44953900813388253,-0.6000000000000001,5355000,5355,1000.0,0.0,1000,1000,-0.5968381624601257,0.06263797716604497,0.6737140734664764,-1.0199387573960335,-596.8381624601368,0.6782103579601262,-596.1159634469847,-597.7642692006841,1.0,0.0,1.0,1.0,5,-596.8381624601368,0.0,0.0,0.0,0.0,0.8357186933817184,0.09343290628605677,0.9709760393520872,0.7055116537822966,0.0031618375398742913,0.06263797716604497,1.2737140734664765,-0.41993875739603337,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-0.6,1.1102230246251565e-16,-0.6000000000000001,-0.6000000000000001,0.004524312998910318,2.1590211410002667,0.421534409000742,0.015220048999253777,0.006864004999442841,5.8550219730004756,8.462185889999091,9007.353814949996,1070
